canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
Q04637	EIF4G1	Domain-distal >40 aa	675	694	4	675	domain-distal clustered	Q04637:R675	86.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-86.0	N-terminal side of domain	N 41-100	>20 aa
Q04637	EIF4G1	Domain-distal >40 aa	675	694	4	681	domain-distal clustered	Q04637:R681	80.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-80.0	N-terminal side of domain	N 41-100	>20 aa
Q04637	EIF4G1	Domain-distal >40 aa	675	694	4	685	domain-distal clustered	Q04637:R685	76.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-76.0	N-terminal side of domain	N 41-100	>20 aa
Q04637	EIF4G1	Domain-distal >40 aa	675	694	4	694	domain-distal clustered	Q04637:R694	67.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-67.0	N-terminal side of domain	N 41-100	>20 aa
Q5JSZ5	PRRC2B	Domain-distal >40 aa	1065	1079	4	1065	domain-distal clustered	Q5JSZ5:R1065	877.0	C_terminal_to_domain	Other domain	BAT2, N-terminal	877.0	C-terminal side of domain	C >200	>20 aa
Q5JSZ5	PRRC2B	Domain-distal >40 aa	1065	1079	4	1067	domain-distal clustered	Q5JSZ5:R1067	879.0	C_terminal_to_domain	Other domain	BAT2, N-terminal	879.0	C-terminal side of domain	C >200	>20 aa
Q5JSZ5	PRRC2B	Domain-distal >40 aa	1065	1079	4	1077	domain-distal clustered	Q5JSZ5:R1077	889.0	C_terminal_to_domain	Other domain	BAT2, N-terminal	889.0	C-terminal side of domain	C >200	>20 aa
Q5JSZ5	PRRC2B	Domain-distal >40 aa	1065	1079	4	1079	domain-distal clustered	Q5JSZ5:R1079	891.0	C_terminal_to_domain	Other domain	BAT2, N-terminal	891.0	C-terminal side of domain	C >200	>20 aa
Q9H0L4	CSTF2T	Domain-distal >40 aa	396	413	4	396	domain-distal clustered	Q9H0L4:R396	176.0	N_terminal_to_domain	Other domain	Transcription termination and cleavage factor, C-terminal domain	-176.0	N-terminal side of domain	N 101-200	>20 aa
Q9H0L4	CSTF2T	Domain-distal >40 aa	396	413	4	403	domain-distal clustered	Q9H0L4:R403	169.0	N_terminal_to_domain	Other domain	Transcription termination and cleavage factor, C-terminal domain	-169.0	N-terminal side of domain	N 101-200	>20 aa
Q9H0L4	CSTF2T	Domain-distal >40 aa	396	413	4	410	domain-distal clustered	Q9H0L4:R410	162.0	N_terminal_to_domain	Other domain	Transcription termination and cleavage factor, C-terminal domain	-162.0	N-terminal side of domain	N 101-200	>20 aa
Q9H0L4	CSTF2T	Domain-distal >40 aa	396	413	4	413	domain-distal clustered	Q9H0L4:R413	159.0	N_terminal_to_domain	Other domain	Transcription termination and cleavage factor, C-terminal domain	-159.0	N-terminal side of domain	N 101-200	>20 aa
Q9UMN6	KMT2B	Domain-distal >40 aa	33	49	4	33	domain-distal clustered	Q9UMN6:R33	926.0	N_terminal_to_domain	Other domain	Zinc finger, CXXC-type	-926.0	N-terminal side of domain	N >200	>20 aa
Q9UMN6	KMT2B	Domain-distal >40 aa	33	49	4	36	domain-distal clustered	Q9UMN6:R36	923.0	N_terminal_to_domain	Other domain	Zinc finger, CXXC-type	-923.0	N-terminal side of domain	N >200	>20 aa
Q9UMN6	KMT2B	Domain-distal >40 aa	33	49	4	48	domain-distal clustered	Q9UMN6:R48	911.0	N_terminal_to_domain	Other domain	Zinc finger, CXXC-type	-911.0	N-terminal side of domain	N >200	>20 aa
Q9UMN6	KMT2B	Domain-distal >40 aa	33	49	4	49	domain-distal clustered	Q9UMN6:R49	910.0	N_terminal_to_domain	Other domain	Zinc finger, CXXC-type	-910.0	N-terminal side of domain	N >200	>20 aa
P35637	FUS	Domain-distal >40 aa	495	514	4	495	broad across IDR	P35637:R495	42.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	42.0	C-terminal side of domain	C 41-100	>20 aa
P35637	FUS	Domain-distal >40 aa	495	514	4	498	broad across IDR	P35637:R498	45.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	45.0	C-terminal side of domain	C 41-100	>20 aa
P35637	FUS	Domain-distal >40 aa	495	514	4	503	broad across IDR	P35637:R503	50.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	50.0	C-terminal side of domain	C 41-100	>20 aa
P35637	FUS	Domain-distal >40 aa	495	514	4	514	broad across IDR	P35637:R514	61.0	C_terminal_to_domain	Other domain	Zinc finger, RanBP2-type	61.0	C-terminal side of domain	C 41-100	>20 aa
Q92576	PHF3	Domain-distal >40 aa	1911	1922	4	1911	domain-distal clustered	Q92576:R1911	562.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	562.0	C-terminal side of domain	C >200	>20 aa
Q92576	PHF3	Domain-distal >40 aa	1911	1922	4	1915	domain-distal clustered	Q92576:R1915	566.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	566.0	C-terminal side of domain	C >200	>20 aa
Q92576	PHF3	Domain-distal >40 aa	1911	1922	4	1920	domain-distal clustered	Q92576:R1920	571.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	571.0	C-terminal side of domain	C >200	>20 aa
Q92576	PHF3	Domain-distal >40 aa	1911	1922	4	1922	domain-distal clustered	Q92576:R1922	573.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	573.0	C-terminal side of domain	C >200	>20 aa
Q96QC0	PPP1R10	Domain-distal >40 aa	688	707	4	688	domain-distal clustered	Q96QC0:R688	218.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-218.0	N-terminal side of domain	N >200	>20 aa
Q96QC0	PPP1R10	Domain-distal >40 aa	688	707	4	693	domain-distal clustered	Q96QC0:R693	213.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-213.0	N-terminal side of domain	N >200	>20 aa
Q96QC0	PPP1R10	Domain-distal >40 aa	688	707	4	705	domain-distal clustered	Q96QC0:R705	201.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-201.0	N-terminal side of domain	N >200	>20 aa
Q96QC0	PPP1R10	Domain-distal >40 aa	688	707	4	707	domain-distal clustered	Q96QC0:R707	199.0	N_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	-199.0	N-terminal side of domain	N 101-200	>20 aa
O43823	AKAP8	Domain-distal >40 aa	188	198	4	188	domain-distal clustered	O43823:R188	204.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-204.0	N-terminal side of domain	N >200	>20 aa
O43823	AKAP8	Domain-distal >40 aa	188	198	4	190	domain-distal clustered	O43823:R190	202.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-202.0	N-terminal side of domain	N >200	>20 aa
O43823	AKAP8	Domain-distal >40 aa	188	198	4	194	domain-distal clustered	O43823:R194	198.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-198.0	N-terminal side of domain	N 101-200	>20 aa
O43823	AKAP8	Domain-distal >40 aa	188	198	4	198	domain-distal clustered	O43823:R198	194.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-194.0	N-terminal side of domain	N 101-200	>20 aa
P14678	SNRPB	Domain-distal >40 aa	221	239	4	221	domain-distal clustered	P14678:R221	135.0	C_terminal_to_domain	Other domain	Sm domain	135.0	C-terminal side of domain	C 101-200	>20 aa
P14678	SNRPB	Domain-distal >40 aa	221	239	4	228	domain-distal clustered	P14678:R228	142.0	C_terminal_to_domain	Other domain	Sm domain	142.0	C-terminal side of domain	C 101-200	>20 aa
P14678	SNRPB	Domain-distal >40 aa	221	239	4	236	domain-distal clustered	P14678:R236	150.0	C_terminal_to_domain	Other domain	Sm domain	150.0	C-terminal side of domain	C 101-200	>20 aa
P14678	SNRPB	Domain-distal >40 aa	221	239	4	239	domain-distal clustered	P14678:R239	153.0	C_terminal_to_domain	Other domain	Sm domain	153.0	C-terminal side of domain	C 101-200	>20 aa
Q08211	DHX9	Domain-distal >40 aa	1235	1253	4	1235	domain-distal clustered	Q08211:R1235	162.0	C_terminal_to_domain	RNA helicase	DEAD-box helicase, OB fold	162.0	C-terminal side of domain	C 101-200	>20 aa
Q08211	DHX9	Domain-distal >40 aa	1235	1253	4	1242	domain-distal clustered	Q08211:R1242	169.0	C_terminal_to_domain	RNA helicase	DEAD-box helicase, OB fold	169.0	C-terminal side of domain	C 101-200	>20 aa
Q08211	DHX9	Domain-distal >40 aa	1235	1253	4	1249	domain-distal clustered	Q08211:R1249	176.0	C_terminal_to_domain	RNA helicase	DEAD-box helicase, OB fold	176.0	C-terminal side of domain	C 101-200	>20 aa
Q08211	DHX9	Domain-distal >40 aa	1235	1253	4	1253	domain-distal clustered	Q08211:R1253	180.0	C_terminal_to_domain	RNA helicase	DEAD-box helicase, OB fold	180.0	C-terminal side of domain	C 101-200	>20 aa
Q14966	ZNF638	Domain-distal >40 aa	33	49	4	33	domain-distal clustered	Q14966:R33	390.0	N_terminal_to_domain	Other domain	Matrin/U1-C-like, C2H2-type zinc finger	-390.0	N-terminal side of domain	N >200	>20 aa
Q14966	ZNF638	Domain-distal >40 aa	33	49	4	41	domain-distal clustered	Q14966:R41	382.0	N_terminal_to_domain	Other domain	Matrin/U1-C-like, C2H2-type zinc finger	-382.0	N-terminal side of domain	N >200	>20 aa
Q14966	ZNF638	Domain-distal >40 aa	33	49	4	47	domain-distal clustered	Q14966:R47	376.0	N_terminal_to_domain	Other domain	Matrin/U1-C-like, C2H2-type zinc finger	-376.0	N-terminal side of domain	N >200	>20 aa
Q14966	ZNF638	Domain-distal >40 aa	33	49	4	49	domain-distal clustered	Q14966:R49	374.0	N_terminal_to_domain	Other domain	Matrin/U1-C-like, C2H2-type zinc finger	-374.0	N-terminal side of domain	N >200	>20 aa
Q5BKZ1	ZNF326	Domain-distal >40 aa	188	204	4	188	domain-distal clustered	Q5BKZ1:R188	126.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-126.0	N-terminal side of domain	N 101-200	>20 aa
Q5BKZ1	ZNF326	Domain-distal >40 aa	188	204	4	200	domain-distal clustered	Q5BKZ1:R200	114.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-114.0	N-terminal side of domain	N 101-200	>20 aa
Q5BKZ1	ZNF326	Domain-distal >40 aa	188	204	4	202	domain-distal clustered	Q5BKZ1:R202	112.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-112.0	N-terminal side of domain	N 101-200	>20 aa
Q5BKZ1	ZNF326	Domain-distal >40 aa	188	204	4	204	domain-distal clustered	Q5BKZ1:R204	110.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-110.0	N-terminal side of domain	N 101-200	>20 aa
Q7Z6E9	RBBP6	Domain-distal >40 aa	522	534	4	522	domain-distal clustered	Q7Z6E9:R522	197.0	C_terminal_to_domain	Other domain	U-box domain	197.0	C-terminal side of domain	C 101-200	>20 aa
Q7Z6E9	RBBP6	Domain-distal >40 aa	522	534	4	523	domain-distal clustered	Q7Z6E9:R523	198.0	C_terminal_to_domain	Other domain	U-box domain	198.0	C-terminal side of domain	C 101-200	>20 aa
Q7Z6E9	RBBP6	Domain-distal >40 aa	522	534	4	530	domain-distal clustered	Q7Z6E9:R530	205.0	C_terminal_to_domain	Other domain	U-box domain	205.0	C-terminal side of domain	C >200	>20 aa
Q7Z6E9	RBBP6	Domain-distal >40 aa	522	534	4	534	domain-distal clustered	Q7Z6E9:R534	209.0	C_terminal_to_domain	Other domain	U-box domain	209.0	C-terminal side of domain	C >200	>20 aa
Q9Y4H2	IRS2	Domain-distal >40 aa	871	886	4	871	domain-distal clustered	Q9Y4H2:R871	570.0	C_terminal_to_domain	Other domain	IRS-type PTB domain	570.0	C-terminal side of domain	C >200	>20 aa
Q9Y4H2	IRS2	Domain-distal >40 aa	871	886	4	876	domain-distal clustered	Q9Y4H2:R876	575.0	C_terminal_to_domain	Other domain	IRS-type PTB domain	575.0	C-terminal side of domain	C >200	>20 aa
Q9Y4H2	IRS2	Domain-distal >40 aa	871	886	4	884	domain-distal clustered	Q9Y4H2:R884	583.0	C_terminal_to_domain	Other domain	IRS-type PTB domain	583.0	C-terminal side of domain	C >200	>20 aa
Q9Y4H2	IRS2	Domain-distal >40 aa	871	886	4	886	domain-distal clustered	Q9Y4H2:R886	585.0	C_terminal_to_domain	Other domain	IRS-type PTB domain	585.0	C-terminal side of domain	C >200	>20 aa
P23588	EIF4B	Domain-distal >40 aa	261	279	4	261	domain-distal clustered	P23588:R261	86.0	C_terminal_to_domain	RRM / KH RNA-binding	Eukaryotic translation initiation factor 4B, RNA recognition motif	86.0	C-terminal side of domain	C 41-100	>20 aa
P23588	EIF4B	Domain-distal >40 aa	261	279	4	268	domain-distal clustered	P23588:R268	93.0	C_terminal_to_domain	RRM / KH RNA-binding	Eukaryotic translation initiation factor 4B, RNA recognition motif	93.0	C-terminal side of domain	C 41-100	>20 aa
P23588	EIF4B	Domain-distal >40 aa	261	279	4	273	domain-distal clustered	P23588:R273	98.0	C_terminal_to_domain	RRM / KH RNA-binding	Eukaryotic translation initiation factor 4B, RNA recognition motif	98.0	C-terminal side of domain	C 41-100	>20 aa
P23588	EIF4B	Domain-distal >40 aa	261	279	4	279	domain-distal clustered	P23588:R279	104.0	C_terminal_to_domain	RRM / KH RNA-binding	Eukaryotic translation initiation factor 4B, RNA recognition motif	104.0	C-terminal side of domain	C 101-200	>20 aa
Q6Y7W6	GIGYF2	Domain-distal >40 aa	118	130	4	118	domain-distal clustered	Q6Y7W6:R118	415.0	N_terminal_to_domain	Other domain	GYF domain	-415.0	N-terminal side of domain	N >200	>20 aa
Q6Y7W6	GIGYF2	Domain-distal >40 aa	118	130	4	120	domain-distal clustered	Q6Y7W6:R120	413.0	N_terminal_to_domain	Other domain	GYF domain	-413.0	N-terminal side of domain	N >200	>20 aa
Q6Y7W6	GIGYF2	Domain-distal >40 aa	118	130	4	128	domain-distal clustered	Q6Y7W6:R128	405.0	N_terminal_to_domain	Other domain	GYF domain	-405.0	N-terminal side of domain	N >200	>20 aa
Q6Y7W6	GIGYF2	Domain-distal >40 aa	118	130	4	130	domain-distal clustered	Q6Y7W6:R130	403.0	N_terminal_to_domain	Other domain	GYF domain	-403.0	N-terminal side of domain	N >200	>20 aa
Q99569	PKP4	Domain-distal >40 aa	207	218	4	207	domain-distal clustered	Q99569:R207	352.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-352.0	N-terminal side of domain	N >200	>20 aa
Q99569	PKP4	Domain-distal >40 aa	207	218	4	210	domain-distal clustered	Q99569:R210	349.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-349.0	N-terminal side of domain	N >200	>20 aa
Q99569	PKP4	Domain-distal >40 aa	207	218	4	211	domain-distal clustered	Q99569:R211	348.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-348.0	N-terminal side of domain	N >200	>20 aa
Q99569	PKP4	Domain-distal >40 aa	207	218	4	218	domain-distal clustered	Q99569:R218	341.0	N_terminal_to_domain	Protein-protein repeat / scaffold	Armadillo	-341.0	N-terminal side of domain	N >200	>20 aa
Q9BTD8	RBM42	Domain-distal >40 aa	321	328	4	321	domain-distal clustered	Q9BTD8:R321	54.0	N_terminal_to_domain	RRM / KH RNA-binding	RBM42, RNA recognition motif	-54.0	N-terminal side of domain	N 41-100	>20 aa
Q9BTD8	RBM42	Domain-distal >40 aa	321	328	4	323	domain-distal clustered	Q9BTD8:R323	52.0	N_terminal_to_domain	RRM / KH RNA-binding	RBM42, RNA recognition motif	-52.0	N-terminal side of domain	N 41-100	>20 aa
Q9BTD8	RBM42	Domain-distal >40 aa	321	328	4	325	domain-distal clustered	Q9BTD8:R325	50.0	N_terminal_to_domain	RRM / KH RNA-binding	RBM42, RNA recognition motif	-50.0	N-terminal side of domain	N 41-100	>20 aa
Q9BTD8	RBM42	Domain-distal >40 aa	321	328	4	328	domain-distal clustered	Q9BTD8:R328	47.0	N_terminal_to_domain	RRM / KH RNA-binding	RBM42, RNA recognition motif	-47.0	N-terminal side of domain	N 41-100	>20 aa
Q9NYL2	MLTK	Domain-distal >40 aa	693	709	4	693	domain-distal clustered	Q9NYL2:R693	283.0	C_terminal_to_domain	Other domain	Sterile alpha motif domain	283.0	C-terminal side of domain	C >200	>20 aa
Q9NYL2	MLTK	Domain-distal >40 aa	693	709	4	695	domain-distal clustered	Q9NYL2:R695	285.0	C_terminal_to_domain	Other domain	Sterile alpha motif domain	285.0	C-terminal side of domain	C >200	>20 aa
Q9NYL2	MLTK	Domain-distal >40 aa	693	709	4	707	domain-distal clustered	Q9NYL2:R707	297.0	C_terminal_to_domain	Other domain	Sterile alpha motif domain	297.0	C-terminal side of domain	C >200	>20 aa
Q9NYL2	MLTK	Domain-distal >40 aa	693	709	4	709	domain-distal clustered	Q9NYL2:R709	299.0	C_terminal_to_domain	Other domain	Sterile alpha motif domain	299.0	C-terminal side of domain	C >200	>20 aa
O43896	KIF1C	Domain-distal >40 aa	948	968	4	948	domain-distal clustered	O43896:R948	358.0	C_terminal_to_domain	DNA-binding	Forkhead-associated (FHA) domain	358.0	C-terminal side of domain	C >200	>20 aa
O43896	KIF1C	Domain-distal >40 aa	948	968	4	958	domain-distal clustered	O43896:R958	368.0	C_terminal_to_domain	DNA-binding	Forkhead-associated (FHA) domain	368.0	C-terminal side of domain	C >200	>20 aa
O43896	KIF1C	Domain-distal >40 aa	948	968	4	963	domain-distal clustered	O43896:R963	373.0	C_terminal_to_domain	DNA-binding	Forkhead-associated (FHA) domain	373.0	C-terminal side of domain	C >200	>20 aa
O43896	KIF1C	Domain-distal >40 aa	948	968	4	968	domain-distal clustered	O43896:R968	378.0	C_terminal_to_domain	DNA-binding	Forkhead-associated (FHA) domain	378.0	C-terminal side of domain	C >200	>20 aa
P11940	PABPC1	Domain-distal >40 aa	455	475	4	455	domain-distal clustered	P11940:R455	85.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	85.0	C-terminal side of domain	C 41-100	>20 aa
P11940	PABPC1	Domain-distal >40 aa	455	475	4	460	domain-distal clustered	P11940:R460	82.0	N_terminal_to_domain	Other domain	Polyadenylate-binding protein/Hyperplastic disc protein, C-terminal	-82.0	N-terminal side of domain	N 41-100	>20 aa
P11940	PABPC1	Domain-distal >40 aa	455	475	4	467	domain-distal clustered	P11940:R467	75.0	N_terminal_to_domain	Other domain	Polyadenylate-binding protein/Hyperplastic disc protein, C-terminal	-75.0	N-terminal side of domain	N 41-100	>20 aa
P11940	PABPC1	Domain-distal >40 aa	455	475	4	475	domain-distal clustered	P11940:R475	67.0	N_terminal_to_domain	Other domain	Polyadenylate-binding protein/Hyperplastic disc protein, C-terminal	-67.0	N-terminal side of domain	N 41-100	>20 aa
P62995	TRA2B	Domain-distal >40 aa	238	256	4	238	domain-distal clustered	P62995:R238	42.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	42.0	C-terminal side of domain	C 41-100	>20 aa
P62995	TRA2B	Domain-distal >40 aa	238	256	4	241	domain-distal clustered	P62995:R241	45.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	45.0	C-terminal side of domain	C 41-100	>20 aa
P62995	TRA2B	Domain-distal >40 aa	238	256	4	251	domain-distal clustered	P62995:R251	55.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	55.0	C-terminal side of domain	C 41-100	>20 aa
P62995	TRA2B	Domain-distal >40 aa	238	256	4	256	domain-distal clustered	P62995:R256	60.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	60.0	C-terminal side of domain	C 41-100	>20 aa
Q12906	ILF3	Domain-distal >40 aa	640	655	4	640	domain-distal clustered	Q12906:R640	50.0	C_terminal_to_domain	dsRNA-binding	Double-stranded RNA-binding domain	50.0	C-terminal side of domain	C 41-100	>20 aa
Q12906	ILF3	Domain-distal >40 aa	640	655	4	642	domain-distal clustered	Q12906:R642	52.0	C_terminal_to_domain	dsRNA-binding	Double-stranded RNA-binding domain	52.0	C-terminal side of domain	C 41-100	>20 aa
Q12906	ILF3	Domain-distal >40 aa	640	655	4	649	domain-distal clustered	Q12906:R649	59.0	C_terminal_to_domain	dsRNA-binding	Double-stranded RNA-binding domain	59.0	C-terminal side of domain	C 41-100	>20 aa
Q12906	ILF3	Domain-distal >40 aa	640	655	4	655	domain-distal clustered	Q12906:R655	65.0	C_terminal_to_domain	dsRNA-binding	Double-stranded RNA-binding domain	65.0	C-terminal side of domain	C 41-100	>20 aa
Q5T200	ZC3H13	Domain-distal >40 aa	607	618	4	607	domain-distal clustered	Q5T200:R607	543.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	543.0	C-terminal side of domain	C >200	>20 aa
Q5T200	ZC3H13	Domain-distal >40 aa	607	618	4	611	domain-distal clustered	Q5T200:R611	547.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	547.0	C-terminal side of domain	C >200	>20 aa
Q5T200	ZC3H13	Domain-distal >40 aa	607	618	4	614	domain-distal clustered	Q5T200:R614	550.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	550.0	C-terminal side of domain	C >200	>20 aa
Q5T200	ZC3H13	Domain-distal >40 aa	607	618	4	618	domain-distal clustered	Q5T200:R618	554.0	C_terminal_to_domain	RNA-associated zinc finger	Zinc finger, CCCH-type	554.0	C-terminal side of domain	C >200	>20 aa
Q86V81	ALYREF	Domain-distal >40 aa	38	58	4	38	domain-distal clustered	Q86V81:R38	68.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-68.0	N-terminal side of domain	N 41-100	>20 aa
Q86V81	ALYREF	Domain-distal >40 aa	38	58	4	50	domain-distal clustered	Q86V81:R50	56.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-56.0	N-terminal side of domain	N 41-100	>20 aa
Q86V81	ALYREF	Domain-distal >40 aa	38	58	4	56	domain-distal clustered	Q86V81:R56	50.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-50.0	N-terminal side of domain	N 41-100	>20 aa
Q86V81	ALYREF	Domain-distal >40 aa	38	58	4	58	domain-distal clustered	Q86V81:R58	48.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-48.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWX8	CHERP	Domain-distal >40 aa	546	564	4	546	domain-distal clustered	Q8IWX8:R546	91.0	N_terminal_to_domain	Other domain	Calcium homeostasis endoplasmic reticulum protein, DUF7819	-91.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWX8	CHERP	Domain-distal >40 aa	546	564	4	550	domain-distal clustered	Q8IWX8:R550	87.0	N_terminal_to_domain	Other domain	Calcium homeostasis endoplasmic reticulum protein, DUF7819	-87.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWX8	CHERP	Domain-distal >40 aa	546	564	4	559	domain-distal clustered	Q8IWX8:R559	78.0	N_terminal_to_domain	Other domain	Calcium homeostasis endoplasmic reticulum protein, DUF7819	-78.0	N-terminal side of domain	N 41-100	>20 aa
Q8IWX8	CHERP	Domain-distal >40 aa	546	564	4	564	domain-distal clustered	Q8IWX8:R564	73.0	N_terminal_to_domain	Other domain	Calcium homeostasis endoplasmic reticulum protein, DUF7819	-73.0	N-terminal side of domain	N 41-100	>20 aa
Q96PC5	MIA2	Domain-distal >40 aa	1308	1323	4	1308	domain-distal clustered	Q96PC5:R1308	1205.0	C_terminal_to_domain	Other domain	MIA2, SH3 domain	1205.0	C-terminal side of domain	C >200	>20 aa
Q96PC5	MIA2	Domain-distal >40 aa	1308	1323	4	1317	domain-distal clustered	Q96PC5:R1317	1214.0	C_terminal_to_domain	Other domain	MIA2, SH3 domain	1214.0	C-terminal side of domain	C >200	>20 aa
Q96PC5	MIA2	Domain-distal >40 aa	1308	1323	4	1322	domain-distal clustered	Q96PC5:R1322	1219.0	C_terminal_to_domain	Other domain	MIA2, SH3 domain	1219.0	C-terminal side of domain	C >200	>20 aa
Q96PC5	MIA2	Domain-distal >40 aa	1308	1323	4	1323	domain-distal clustered	Q96PC5:R1323	1220.0	C_terminal_to_domain	Other domain	MIA2, SH3 domain	1220.0	C-terminal side of domain	C >200	>20 aa
Q9P107	GMIP	Domain-distal >40 aa	862	878	4	862	domain-distal clustered	Q9P107:R862	105.0	C_terminal_to_domain	Other domain	Rho GTPase-activating protein domain	105.0	C-terminal side of domain	C 101-200	>20 aa
Q9P107	GMIP	Domain-distal >40 aa	862	878	4	867	domain-distal clustered	Q9P107:R867	110.0	C_terminal_to_domain	Other domain	Rho GTPase-activating protein domain	110.0	C-terminal side of domain	C 101-200	>20 aa
Q9P107	GMIP	Domain-distal >40 aa	862	878	4	874	domain-distal clustered	Q9P107:R874	117.0	C_terminal_to_domain	Other domain	Rho GTPase-activating protein domain	117.0	C-terminal side of domain	C 101-200	>20 aa
Q9P107	GMIP	Domain-distal >40 aa	862	878	4	878	domain-distal clustered	Q9P107:R878	121.0	C_terminal_to_domain	Other domain	Rho GTPase-activating protein domain	121.0	C-terminal side of domain	C 101-200	>20 aa
O14776	TCERG1	Domain-distal >40 aa	13	30	4	13	domain-distal clustered	O14776:R13	118.0	N_terminal_to_domain	Other domain	WW domain	-118.0	N-terminal side of domain	N 101-200	>20 aa
O14776	TCERG1	Domain-distal >40 aa	13	30	4	20	domain-distal clustered	O14776:R20	111.0	N_terminal_to_domain	Other domain	WW domain	-111.0	N-terminal side of domain	N 101-200	>20 aa
O14776	TCERG1	Domain-distal >40 aa	13	30	4	28	domain-distal clustered	O14776:R28	103.0	N_terminal_to_domain	Other domain	WW domain	-103.0	N-terminal side of domain	N 101-200	>20 aa
O14776	TCERG1	Domain-distal >40 aa	13	30	4	30	domain-distal clustered	O14776:R30	101.0	N_terminal_to_domain	Other domain	WW domain	-101.0	N-terminal side of domain	N 101-200	>20 aa
O15523	DDX3Y	Domain-distal >40 aa	75	92	4	75	domain-distal clustered	O15523:R75	103.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-103.0	N-terminal side of domain	N 101-200	>20 aa
O15523	DDX3Y	Domain-distal >40 aa	75	92	4	78	domain-distal clustered	O15523:R78	100.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-100.0	N-terminal side of domain	N 101-200	>20 aa
O15523	DDX3Y	Domain-distal >40 aa	75	92	4	87	domain-distal clustered	O15523:R87	91.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-91.0	N-terminal side of domain	N 41-100	>20 aa
O15523	DDX3Y	Domain-distal >40 aa	75	92	4	92	domain-distal clustered	O15523:R92	86.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-86.0	N-terminal side of domain	N 41-100	>20 aa
P55789	GFER	Domain-distal >40 aa	35	42	4	35	domain-distal clustered	P55789:R35	60.0	N_terminal_to_domain	Other domain	ERV/ALR sulfhydryl oxidase domain	-60.0	N-terminal side of domain	N 41-100	>20 aa
P55789	GFER	Domain-distal >40 aa	35	42	4	37	domain-distal clustered	P55789:R37	58.0	N_terminal_to_domain	Other domain	ERV/ALR sulfhydryl oxidase domain	-58.0	N-terminal side of domain	N 41-100	>20 aa
